Kanjidic2 Heisig CSV header  3007 Heisig rows and max 12 meanings from first 12,155 entries (max 14 meanings)
String,String,String,String,String,String,String,String,String,String,String,String,String,String,String,String
匂,,5302,2147,fragrant,stink,glow,insinuate,(kokuji),,,,,,, 
賑,,8CD1,2739,flourish,be bustling,prosperity,,,,,,,,, 
肉,365,8089,1022,meat,,,,,,,,,,, 
虹,,8679,520,rainbow,,,,,,,,,,, 
廿,,5EFF,1190,twenty,20,,,,,,,,,, 
日,62,65E5,12,day,sun,Japan,counter for days,,,,,,,, 
乳,951,4E73,729,milk,breasts,,,,,,,,,, 
入,63,5165,779,enter,insert,,,,,,,,,, 
如,1383,5982,100,likeness,like,such as,as if,better,best,equal,,,,, 
尿,1675,5C3F,1053,urine,,,,,,,,,,, 
韮,,97EE,2081,leek,,,,,,,,,,, 
任,764,4EFB,1003,responsibility,duty,term,entrust to,appoint,,,,,,, 
妊,1676,598A,507,pregnancy,,,,,,,,,,, 
忍,1677,5FCD,597,endure,bear,put up with,conceal,secrete,spy,sneak,,,,, 
認,952,8A8D,598,acknowledge,witness,discern,recognize,appreciate,believe,,,,,, 
濡,,6FE1,2329,get wet,damp,make love,,,,,,,,, 
祢,,7962,2601,ancestral shrine,,,,,,,,,,, 
寧,1678,5BE7,834,rather,preferably,,,,,,,,,, 
葱,,8471,2389,stone leek,Welsh onion,,,,,,,,,, 
猫,1742,732B,244,cat,,,,,,,,,,, 
熱,560,71B1,1516,heat,temperature,fever,mania,passion,,,,,,, 
年,64,5E74,1036,year,counter for years,,,,,,,,,, 
念,561,5FF5,1590,wish,sense,idea,thought,feeling,desire,attention,,,,, 
捻,,637B,2251,twirl,twist,play with,,,,,,,,, 
撚,,649A,2266,twist,twine,kinky,,,,,,,,, 
燃,765,71C3,510,burn,blaze,glow,,,,,,,,, 
粘,1679,7C98,921,sticky,glutinous,greasy,persevere,,,,,,,, 
乃,,4E43,686,from,possessive particle,whereupon,accordingly,,,,,,,, 
之,,4E4B,1214,of,this,,,,,,,,,, 
埜,,57DC,2979,open country,field,wilderness,,,,,,,,, 
嚢,,56A2,2883,pouch,purse,bag,,,,,,,,, 
悩,1680,60A9,1935,trouble,worry,in pain,distress,illness,,,,,,, 
濃,1681,6FC3,2015,concentrated,thick,dark,undiluted,,,,,,,, 
納,953,7D0D,1356,settlement,obtain,reap,pay,supply,store,,,,,, 
能,766,80FD,2004,ability,talent,skill,capacity,,,,,,,, 
脳,954,8133,1934,brain,memory,,,,,,,,,, 
膿,,81BF,2455,pus,fester,discharge,,,,,,,,, 
農,366,8FB2,2014,agriculture,farmers,,,,,,,,,, 
覗,,8997,2875,peep,peek,come in sight,,,,,,,,, 
蚤,,86A4,2681,flea,,,,,,,,,,, 
巴,,5DF4,2096,comma-design,,,,,,,,,,, 
把,1682,628A,1752,grasp,faggot,bunch,counter for bundles,,,,,,,, 
播,,64AD,2262,plant,sow,,,,,,,,,, 
覇,1683,8987,1895,hegemony,supremacy,leadership,champion,,,,,,,, 
杷,,6777,2501,kind of rake,,,,,,,,,,, 
波,367,6CE2,803,waves,billows,Poland,,,,,,,,, 
派,955,6D3E,1855,faction,group,party,clique,sect,school,,,,,, 
琶,,7436,2913,lute,,,,,,,,,,, 
破,767,7834,806,rend,rip,tear,break,destroy,defeat,frustrate,,,,, 
婆,1684,5A46,804,old woman,grandma,wet nurse,,,,,,,,, 
罵,,7F75,2699,abuse,insult,,,,,,,,,, 
芭,,82AD,2386,banana,,,,,,,,,,, 
馬,191,99AC,1978,horse,,,,,,,,,,, 
俳,959,4FF3,1633,haiku,actor,,,,,,,,,, 
廃,1687,5EC3,1706,abolish,obsolete,cessation,discarding,abandon,,,,,,, 
拝,956,62DD,1564,worship,adore,pray to,,,,,,,,, 
排,1686,6392,1634,repudiate,exclude,expel,reject,,,,,,,, 
敗,562,6557,331,failure,defeat,reversal,,,,,,,,, 
杯,1685,676F,1219,counter for cupfuls,wine glass,glass,toast,,,,,,,, 
牌,,724C,2873,label,signboard,medal,mahjong tiles,,,,,,,, 
背,957,80CC,446,stature,height,back,behind,disobey,defy,go back on,rebel,,,, 
肺,958,80BA,414,lungs,,,,,,,,,,, 
輩,1688,8F29,1637,comrade,fellow,people,companions,,,,,,,, 
配,368,914D,1436,distribute,spouse,exile,rationing,,,,,,,, 
倍,563,500D,992,double,twice,times,fold,,,,,,,, 
培,1690,57F9,477,cultivate,foster,,,,,,,,,, 
媒,1692,5A92,1761,mediator,go-between,,,,,,,,,, 
梅,1689,6885,460,plum,,,,,,,,,,, 
煤,,7164,2541,soot,smoke dried,,,,,,,,,, 
狽,,72FD,2340,wolf,be flurried,,,,,,,,,, 
買,193,8CB7,831,buy,,,,,,,,,,, 
売,192,58F2,323,sell,,,,,,,,,,, 
賠,1693,8CE0,476,compensation,indemnify,,,,,,,,,, 
陪,1691,966A,1299,obeisance,follow,accompany,attend on,,,,,,,, 
這,,9019,2414,crawl,creep,grovel,trail (vines),,,,,,,, 
蝿,,877F,2685,fly,,,,,,,,,,, 
秤,,79E4,2604,balances,scales,steelyard,,,,,,,,, 
萩,,8429,2351,bush clover,,,,,,,,,,, 
伯,1694,4F2F,967,chief,count,earl,uncle,Brazil,,,,,,, 
剥,,5265,2145,come off,peel,fade,discolor,,,,,,,, 
博,564,535A,47,Dr.,command,esteem,win acclaim,Ph.D.,exposition,fair,,,,, 
拍,1695,62CD,652,clap,beat (music),,,,,,,,,, 
柏,,67CF,199,oak,,,,,,,,,,, 
泊,1696,6CCA,147,overnight,put up at,ride at anchor,3-day stay,,,,,,,, 
白,65,767D,37,white,,,,,,,,,,, 
箔,,7B94,2634,foil,gilt,,,,,,,,,, 
粕,,7C95,2648,scrap,waste,,,,,,,,,, 
舶,1698,8236,1869,liner,ship,,,,,,,,,, 
薄,1699,8584,227,dilute,thin,weak (tea),,,,,,,,, 
迫,1697,8FEB,282,urge,force,imminent,spur on,,,,,,,, 
曝,,66DD,2447,bleach,refine,expose,air,,,,,,,, 
漠,1700,6F20,230,vague,obscure,desert,wide,,,,,,,, 
爆,1702,7206,1802,bomb,burst open,pop,split,,,,,,,, 
縛,1701,7E1B,1376,truss,arrest,bind,tie,restrain,,,,,,, 
莫,,83AB,2105,must not,do not,be not,,,,,,,,, 
駁,,99C1,2808,refutation,contradiction,,,,,,,,,, 
麦,194,9EA6,1533,barley,wheat,,,,,,,,,, 
函,,51FD,1902,box (archaic),,,,,,,,,,, 
箱,1703,7BB1,942,box,chest,case,bin,railway car,,,,,,, 
箸,,7BB8,2640,chopsticks,,,,,,,,,,, 
肇,,8087,2893,beginning,,,,,,,,,,, 
筈,,7B48,2646,notch of an arrow,ought,must,should be,expected,,,,,,, 
幡,,5E61,2232,flag,,,,,,,,,,, 
肌,1704,808C,66,texture,skin,body,grain,,,,,,,, 
畑,369,7551,166,farm,field,garden,one's specialty,(kokuji),,,,,,, 
畠,,7560,2916,field,farm,garden,(kokuji),,,,,,,, 
八,66,516B,8,eight,eight radical (no. 12),,,,,,,,,, 
鉢,1705,9262,271,bowl,rice tub,pot,crown,,,,,,,, 
溌,,6E8C,2307,sprinkle,lively,vigorous,,,,,,,,, 
発,370,767A,1705,discharge,departure,publish,emit,start from,disclose,counter for gunshots,,,,, 
髪,1706,9AEA,1924,hair of the head,,,,,,,,,,, 
伐,1707,4F10,994,fell,strike,attack,punish,,,,,,,, 
罰,1709,7F70,833,penalty,punishment,,,,,,,,,, 
抜,1708,629C,705,slip out,extract,pull out,pilfer,quote,remove,omit,,,,, 
筏,,7B4F,2629,raft,,,,,,,,,,, 
閥,1710,95A5,1619,clique,lineage,pedigree,faction,clan,,,,,,, 
鳩,,9CE9,1946,pigeon,dove,,,,,,,,,, 
噺,,567A,2176,talk,(kokuji),,,,,,,,,, 
蛤,,86E4,2695,clam,,,,,,,,,,, 
隼,,96BC,2879,falcon,,,,,,,,,,, 
伴,1712,4F34,1203,consort,accompany,bring with,companion,,,,,,,, 
判,769,5224,1205,judgement,signature,stamp,seal,,,,,,,, 
半,195,534A,1202,half,middle,odd number,semi-,part-,,,,,,, 
反,371,53CD,722,anti-,,,,,,,,,,, 
叛,,53DB,2902,disobey,defy,go back on,rebel,rebellion,,,,,,, 
帆,1711,5E06,406,sail,,,,,,,,,,, 
搬,1716,642C,1873,conveyor,carry,transport,,,,,,,,, 
斑,,6591,2556,spot,blemish,speck,patches,,,,,,,, 
板,373,677F,724,plank,board,plate,stage,,,,,,,, 
氾,,6C3E,2301,spread out,wide,,,,,,,,,, 
汎,,6C4E,2327,pan-,,,,,,,,,,, 
版,770,7248,1213,printing block,printing plate,edition,impression,label,,,,,,, 
犯,768,72AF,1414,crime,sin,offense,,,,,,,,, 
班,960,73ED,1229,squad,corps,unit,group,,,,,,,, 
畔,1713,7554,1204,paddy ridge,levee,,,,,,,,,, 
繁,1720,7E41,1337,luxuriant,thick,overgrown,frequency,complexity,trouble,,,,,, 
般,1714,822C,1871,carrier,carry,all,,,,,,,,, 
藩,1721,85E9,1912,clan,enclosure,,,,,,,,,, 
販,1715,8CA9,726,marketing,sell,trade,,,,,,,,, 
範,1719,7BC4,1413,pattern,example,model,,,,,,,,, 
煩,1717,7169,163,anxiety,trouble,worry,pain,ill,annoy,nuisance,irksome,,,, 
頒,1718,9812,783,distribute,disseminate,partition,understand,,,,,,,, 
飯,565,98EF,1473,meal,boiled rice,,,,,,,,,, 
挽,,633D,2244,saw,turn (lathe),grind,,,,,,,,, 
晩,961,6669,1974,nightfall,night,,,,,,,,,, 
番,196,756A,1909,turn,number in a series,,,,,,,,,, 
盤,1723,76E4,1872,tray,shallow bowl,platter,tub,board,phonograph record,,,,,, 
磐,,78D0,2586,rock,crag,cliff,wall (in a mine),,,,,,,, 
蕃,,8543,2381,grow luxuriously,,,,,,,,,,, 
蛮,1722,86EE,1747,barbarian,,,,,,,,,,, 
卑,1727,5351,1511,lowly,base,vile,vulgar,,,,,,,, 
否,962,5426,1218,negate,no,noes,refuse,decline,deny,,,,,, 
妃,1724,5983,527,queen,princess,,,,,,,,,, 
庇,,5E87,2236,protect,shield,defend,eaves,canopy,penthouse,visor,,,,, 
彼,1725,5F7C,883,he,that,the,,,,,,,,, 
悲,375,60B2,1635,grieve,sad,deplore,regret,,,,,,,, 
扉,1730,6249,1638,front door,title page,front page,,,,,,,,, 
批,963,6279,649,criticism,strike,,,,,,,,,, 
披,1726,62AB,805,expose,open,,,,,,,,,, 
斐,,6590,2897,beautiful,patterned,,,,,,,,,, 
比,771,6BD4,447,compare,race,ratio,Philipines,,,,,,,, 
泌,1737,6CCC,636,ooze,flow,soak in,penetrate,secrete,,,,,,, 
疲,1728,75B2,1688,exhausted,tire,weary,,,,,,,,, 
皮,374,76AE,802,pelt,skin,hide,leather,skin radical (no. 107),,,,,,, 
碑,1731,7891,1512,tombstone,monument,,,,,,,,,, 
秘,964,79D8,904,secret,conceal,,,,,,,,,, 
緋,,7DCB,2659,scarlet,cardinal,,,,,,,,,, 
罷,1732,7F77,2032,quit,stop,leave,withdraw,go,,,,,,, 
肥,772,80A5,1756,fertilizer,get fat,fertile,manure,pamper,,,,,,, 
被,1729,88AB,807,incur,cover,veil,brood over,shelter,wear,put on,be exposed (film),receiving,,, 
誹,,8AB9,2724,ridicule,slander,,,,,,,,,, 
費,567,8CBB,1238,expense,cost,spend,consume,waste,,,,,,, 
避,1733,907F,1501,evade,avoid,avert,ward off,shirk,shun,,,,,, 
非,773,975E,1632,un-,mistake,negative,injustice,non-,,,,,,, 
飛,566,98DB,1887,fly,skip (pages),scatter,,,,,,,,, 
樋,,6A0B,2520,water pipe,gutter,downspout,conduit,,,,,,,, 
簸,,7C38,2647,winnow,fan,,,,,,,,,, 
備,774,5099,1183,equip,provision,preparation,,,,,,,,, 
尾,1734,5C3E,1915,tail,end,counter for fish,lower slope of mountain,,,,,,,, 
微,1735,5FAE,889,delicate,minuteness,insignificance,,,,,,,,, 
枇,,6787,2519,spoon,,,,,,,,,,, 
琵,,7435,2912,glissando on strings,lute,,,,,,,,,, 
眉,,7709,2583,eyebrow,,,,,,,,,,, 
美,376,7F8E,548,beauty,beautiful,,,,,,,,,, 
鼻,377,9F3B,678,nose,snout,,,,,,,,,, 
柊,,67CA,2485,holly,,,,,,,,,,, 
稗,,7A17,2608,humble,deccan grass,,,,,,,,,, 
匹,1736,5339,1695,equal,head,counter for small animals,roll of cloth,,,,,,,, 
疋,,758B,2098,head,counter for animals,,,,,,,,,, 
髭,,9AED,2047,beard,mustache,,,,,,,,,, 
彦,,5F66,1716,lad,boy (ancient),,,,,,,,,, 
膝,,819D,2461,knee,lap,,,,,,,,,, 
菱,,83F1,1517,diamond (shape),water chestnut,rhombus,,,,,,,,, 
肘,,8098,2464,elbow,arm,,,,,,,,,, 
必,568,5FC5,635,invariably,certain,inevitable,,,,,,,,, 
畢,,7562,2570,the end,finish,,,,,,,,,, 
筆,569,7B46,943,writing brush,writing,painting brush,handwriting,,,,,,,, 
逼,,903C,2420,urge,force,imminent,spur on,,,,,,,, 
桧,,6867,2495,Japanese cypress,,,,,,,,,,, 
姫,1738,59EB,849,princess,,,,,,,,,,, 
媛,,5A9B,1950,beautiful woman,princess,,,,,,,,,, 
紐,,7D10,2661,string,cord,braid,lace,tape,strap,ribbon,,,,, 
百,67,767E,38,hundred,,,,,,,,,,, 
謬,,8B2C,2720,mistake,,,,,,,,,,, 
俵,775,4FF5,1547,bag,bale,sack,counter for bags,,,,,,,, 
彪,,5F6A,2876,spotted,mottled,patterned,small tiger,,,,,,,, 
標,571,6A19,1608,signpost,seal,mark,stamp,imprint,symbol,emblem,trademark,evidence,souvenir,target, 
氷,378,6C37,131,icicle,ice,hail,freeze,congeal,,,,,,, 
漂,1739,6F02,1607,drift,float (on liquid),,,,,,,,,, 
瓢,,74E2,2911,gourd,,,,,,,,,,, 
票,570,7968,1606,ballot,label,ticket,sign,,,,,,,, 
表,379,8868,1546,surface,table,chart,diagram,,,,,,,, 
評,776,8A55,1487,evaluate,criticism,comment,,,,,,,,, 
豹,,8C79,2734,leopard,panther,,,,,,,,,, 
廟,,5EDF,2239,mausoleum,shrine,palace,,,,,,,,, 
描,1741,63CF,670,sketch,compose,write,draw,paint,,,,,,, 
病,381,75C5,1682,ill,sick,,,,,,,,,, 
秒,380,79D2,899,second (1/60 minute),,,,,,,,,,, 
苗,1740,82D7,234,seedling,sapling,shoot,,,,,,,,, 
錨,,9328,2765,anchor,grapnel,,,,,,,,,, 
鋲,,92F2,2763,rivet,tack,thumbtack,(kokuji),,,,,,,, 
蒜,,849C,2404,garlic,,,,,,,,,,, 
蛭,,86ED,2696,leech,,,,,,,,,,, 
鰭,,9C2D,2827,fin,,,,,,,,,,, 
品,382,54C1,23,goods,refinement,dignity,article,counter for meal courses,,,,,,, 
彬,,5F6C,2529,refined,gentle,,,,,,,,,, 
浜,1743,6D5C,1332,seacoast,beach,seashore,,,,,,,,, 
瀕,,7015,2305,shore,brink,verge,,,,,,,,, 
貧,777,8CA7,782,poverty,poor,,,,,,,,,, 
賓,1744,8CD3,511,V.I.P.,guest,,,,,,,,,, 
頻,1745,983B,373,repeatedly,recur,,,,,,,,,, 
敏,1746,654F,459,cleverness,agile,alert,,,,,,,,, 
瓶,1747,74F6,1032,flower pot,bottle,vial,jar,jug,vat,urn,,,,, 
不,572,4E0D,1217,negative,non-,bad,ugly,clumsy,,,,,,, 
付,574,4ED8,1000,adhere,attach,refer to,append,,,,,,,, 
埠,,57E0,2189,wharf,,,,,,,,,,, 
夫,573,592B,838,husband,man,,,,,,,,,, 
婦,779,5A66,1151,lady,woman,wife,bride,,,,,,,, 
富,780,5BCC,193,wealth,enrich,abundant,,,,,,,,, 
布,778,5E03,405,linen,cloth,,,,,,,,,, 
府,575,5E9C,1002,borough,urban prefecture,govt office,representative body,storehouse,,,,,,, 
怖,1749,6016,623,dreadful,be frightened,fearful,,,,,,,,, 
扶,1748,6276,839,aid,help,assist,,,,,,,,, 
敷,1756,6577,1883,spread,pave,sit,promulgate,,,,,,,, 
斧,,65A7,2333,ax,hatchet,,,,,,,,,, 
普,1754,666E,1786,universal,wide(ly),generally,Prussia,,,,,,,, 
浮,1752,6D6E,730,floating,float,rise to surface,,,,,,,,, 
父,197,7236,1274,father,,,,,,,,,,, 
符,1753,7B26,1001,token,sign,mark,tally,charm,,,,,,, 
腐,1755,8150,1023,rot,decay,sour,,,,,,,,, 
膚,1757,819A,1992,skin,body,grain,texture,disposition,,,,,,, 
芙,,8299,2361,lotus,Mt Fuji,,,,,,,,,, 
譜,1759,8B5C,1787,musical score,music,note,staff,table,genealogy,,,,,, 
負,383,8CA0,63,defeat,negative,-,minus,bear,owe,assume a responsibility,,,,, 
賦,1758,8CE6,378,levy,ode,prose,poem,tribute,installment,,,,,, 
赴,1751,8D74,386,proceed,get,become,tend,,,,,,,, 
阜,,961C,2928,hill,mound,left village radical (no. 170),,,,,,,,, 
附,1750,9644,1303,affixed,attach,refer to,append,,,,,,,, 
侮,1760,4FAE,989,scorn,despise,make light of,contempt,,,,,,,, 
撫,,64AB,2270,stroke,pat,smooth down,,,,,,,,, 
武,781,6B66,377,warrior,military,chivalry,arms,,,,,,,, 
舞,1761,821E,1774,dance,flit,circle,wheel,,,,,,,, 
葡,,8461,2378,wild grape,Portugal,,,,,,,,,, 
蕪,,856A,2401,turnip,,,,,,,,,,, 
部,384,90E8,1845,section,bureau,dept,class,copy,part,portion,counter for copies of a newspaper or magazine,,,, 
封,1762,5C01,156,seal,closing,,,,,,,,,, 
楓,,6953,2471,maple,,,,,,,,,,, 
風,198,98A8,524,wind,air,style,manner,,,,,,,, 
葺,,847A,2392,thatch,cover,shingle,tile,,,,,,,, 
蕗,,8557,2370,butterbur,bog rhubarb,,,,,,,,,, 
伏,1763,4F0F,962,prostrated,bend down,bow,cover,lay (pipes),,,,,,, 
副,576,526F,89,vice-,duplicate,copy,,,,,,,,, 
復,782,5FA9,875,restore,return to,revert,resume,,,,,,,, 
幅,1764,5E45,407,hanging scroll,width,,,,,,,,,, 
服,385,670D,1399,clothing,admit,obey,discharge,,,,,,,, 
福,386,798F,1090,blessing,fortune,luck,wealth,,,,,,,, 
腹,965,8179,464,abdomen,belly,stomach,,,,,,,,, 
複,783,8907,465,duplicate,double,compound,multiple,,,,,,,, 
覆,1765,8986,1611,capsize,cover,shade,mantle,be ruined,,,,,,, 
淵,,6DF5,2966,abyss,edge,deep pool,the depths,,,,,,,, 
払,1766,6255,738,pay,clear out,prune,banish,dispose of,,,,,,, 
沸,1767,6CB8,1237,seethe,boil,ferment,uproar,breed,,,,,,, 
仏,784,4ECF,964,Buddha,the dead,France,,,,,,,,, 
物,387,7269,1050,thing,object,matter,,,,,,,,, 
鮒,,9B92,2825,carp,,,,,,,,,,, 
分,199,5206,781,part,minute of time,segment,share,degree,one's lot,duty,understand,know,rate,1%,chances 
吻,,543B,2174,proboscis,,,,,,,,,,, 
噴,1770,5674,1197,erupt,spout,emit,flush out,,,,,,,, 
墳,1771,58B3,1198,tomb,mound,,,,,,,,,, 
憤,1772,61A4,1199,aroused,resent,be indignant,anger,,,,,,,, 
扮,,626E,2246,impersonate,dress up,disguise,thin shingles,,,,,,,, 
焚,,711A,2537,burn,kindle,build a fire,boil,cook,,,,,,, 
奮,966,596E,565,stirred up,be invigorated,flourish,,,,,,,,, 
粉,577,7C89,920,flour,powder,dust,,,,,,,,, 
糞,,7CDE,2653,shit,feces,excrement,,,,,,,,, 
紛,1768,7D1B,1358,distract,be mistaken for,go astray,divert,,,,,,,, 
雰,1769,96F0,2028,atmosphere,fog,,,,,,,,,, 
文,68,6587,1725,sentence,literature,style,art,decoration,figures,plan,literary radical (no. 67),,,, 
聞,200,805E,1626,hear,ask,listen,,,,,,,,, 
丙,1773,4E19,1020,third class,3rd,3rd calendar sign,,,,,,,,, 
併,1774,4F75,1030,join,get together,unite,collective,,,,,,,, 
兵,578,5175,1331,soldier,private,troops,army,warfare,strategy,tactics,,,,, 
塀,1777,5840,1056,fence,wall,(kokuji),,,,,,,,, 
幣,1778,5E63,1040,cash,bad habit,humble prefix,gift,Shinto offerings of cloth,rope,cut paper,,,,, 
平,388,5E73,1484,even,flat,peace,,,,,,,,, 
弊,1779,5F0A,1041,abuse,evil,vice,breakage,,,,,,,, 
柄,1776,67C4,1021,design,pattern,build,nature,handle,crank,grip,knob,shaft,,, 
並,1775,4E26,1785,row,and,besides,as well as,line up,rank with,rival,equal,,,, 
蔽,,853D,2358,cover,shade,mantle,capsize,be ruined,,,,,,, 
閉,968,9589,1623,closed,shut,,,,,,,,,, 
陛,967,965B,1310,highness,steps (of throne),,,,,,,,,, 
米,201,7C73,919,rice,USA,metre,,,,,,,,, 
頁,,9801,60,page,leaf,,,,,,,,,, 
僻,,50FB,2117,prejudice,bias,rural area,,,,,,,,, 
壁,1780,58C1,1500,wall,lining (stomach),fence,,,,,,,,, 
癖,1781,7656,1691,mannerism,habit,vice,trait,fault,kink,,,,,, 
碧,,78A7,2588,blue,green,,,,,,,,,, 
別,579,5225,90,separate,branch off,diverge,fork,another,extra,specially,,,,, 
瞥,,77A5,2927,glance at,,,,,,,,,,, 
蔑,,8511,2390,ignore,despise,neglect,ridicule,,,,,,,, 
箆,,7B86,2633,spatula,arrow shaft,,,,,,,,,, 
偏,1782,504F,1823,partial,side,left-side radical,inclining,biased,,,,,,, 
変,581,5909,1745,unusual,change,strange,,,,,,,,, 
片,969,7247,1212,one-sided,leaf,sheet,right-side kata radical (no. 91),,,,,,,, 
篇,,7BC7,2645,volume,chapter,book,editing,compilation,,,,,,, 
編,785,7DE8,1825,compilation,knit,plait,braid,twist,editing,completed poem,part of a book,,,, 
辺,580,8FBA,284,environs,boundary,border,vicinity,,,,,,,, 
返,389,8FD4,725,return,answer,fade,repay,,,,,,,, 
遍,1783,904D,1824,everywhere,times,widely,generally,,,,,,,, 
便,582,4FBF,991,convenience,,,,,,,,,,, 
勉,390,52C9,1975,exertion,,,,,,,,,,, 
弁,786,5F01,742,valve,petal,braid,speech,dialect,discrimination,dispose of,distinguish,,,, 
鞭,,97AD,2783,whip,rod,counter for whippings,,,,,,,,, 
保,787,4FDD,997,protect,guarantee,keep,preserve,sustain,support,,,,,, 
舗,1786,8217,1839,shop,store,,,,,,,,,, 
鋪,,92EA,2975,shop,store,,,,,,,,,, 
圃,,5703,2918,garden,field,,,,,,,,,, 
捕,1784,6355,1836,catch,capture,,,,,,,,,, 
歩,202,6B69,371,walk,counter for steps,,,,,,,,,, 
甫,,752B,2097,for the first time,not until,,,,,,,,,, 
補,970,88DC,1840,supplement,supply,make good,offset,compensate,assistant,learner,,,,, 
輔,,8F14,2730,help,,,,,,,,,,, 
穂,1460,7A42,909,ear,ear (grain),head,crest (wave),,,,,,,, 
募,1787,52DF,861,recruit,campaign,gather (contributions),enlist,grow violent,,,,,,, 
墓,788,5893,231,grave,tomb,,,,,,,,,, 
慕,1788,6155,633,pining,yearn for,love dearly,adore,,,,,,,, 
暮,1789,66AE,232,livelihood,make a living,spend time,,,,,,,,, 
母,203,6BCD,101,mother,,,,,,,,,,, 
簿,1790,7C3F,949,register,record book,,,,,,,,,, 
菩,,83E9,2957,kind of grass,sacred tree,,,,,,,,,, 
倣,1798,5023,979,emulate,imitate,,,,,,,,,, 
俸,1797,4FF8,1574,stipend,salary,,,,,,,,,, 
包,583,5305,530,wrap,pack up,cover,conceal,,,,,,,, 
呆,,5446,2181,be amazed,disgusted,shocked,,,,,,,,, 
報,789,5831,1507,report,news,reward,retribution,,,,,,,, 
奉,1793,5949,1573,observance,offer,present,dedicate,,,,,,,, 
宝,971,5B9D,257,treasure,wealth,valuables,,,,,,,,, 
峰,1799,5CF0,1562,summit,peak,,,,,,,,,, 
峯,,5CEF,2977,peak,summit,,,,,,,,,, 
崩,1801,5D29,774,crumble,die,demolish,level,,,,,,,, 
庖,,5E96,2234,kitchen,,,,,,,,,,, 
抱,1794,62B1,645,embrace,hug,hold in arms,,,,,,,,, 
捧,,6367,2265,lift up,give,offer,consecrate,sacrifice,dedicate,,,,,, 
放,391,653E,496,set free,release,fire,shoot,emit,banish,liberate,,,,, 
方,204,65B9,490,direction,person,alternative,,,,,,,,, 
朋,,670B,19,companion,friend,,,,,,,,,, 
法,584,6CD5,751,method,law,rule,principle,model,system,,,,,, 
泡,1795,6CE1,533,bubbles,foam,suds,froth,,,,,,,, 
烹,,70F9,2549,boil,cook,,,,,,,,,, 
砲,1800,7832,532,cannon,gun,,,,,,,,,, 
縫,1804,7E2B,1563,sew,stitch,embroider,,,,,,,,, 
胞,1796,80DE,531,placenta,sac,sheath,,,,,,,,, 
芳,1791,82B3,493,perfume,balmy,favorable,fragrant,,,,,,,, 
萌,,840C,2377,show symptoms of,sprout,bud,malt,,,,,,,, 
蓬,,84EC,2375,sagebrush,wormwood,mugwort,,,,,,,,, 
蜂,,8702,2687,bee,wasp,hornet,,,,,,,,, 
褒,1803,8912,998,praise,extol,,,,,,,,,, 
訪,972,8A2A,495,call on,visit,look up,offer sympathy,,,,,,,, 
豊,790,8C4A,1443,bountiful,excellent,rich,,,,,,,,, 
邦,1792,90A6,1848,home country,country,Japan,,,,,,,,, 
鋒,,92D2,2768,dagger,sword's point,festival car,float,,,,,,,, 
飽,1802,98FD,1480,sated,tired of,bored,satiate,,,,,,,, 
鳳,,9CF3,2142,male mythical bird,,,,,,,,,,, 
鵬,,9D6C,2829,phoenix,,,,,,,,,,, 
乏,1805,4E4F,1215,destitution,scarce,limited,,,,,,,,, 
亡,973,4EA1,485,deceased,the late,dying,perish,,,,,,,, 
傍,1815,508D,1015,bystander,side,besides,while,nearby,3rd person,,,,,, 
剖,1813,5256,478,divide,,,,,,,,,,, 
坊,1807,574A,492,boy,priest's residence,priest,,,,,,,,, 
妨,1808,59A8,491,disturb,prevent,hamper,obstruct,,,,,,,, 
帽,1816,5E3D,408,cap,headgear,,,,,,,,,, 
忘,974,5FD8,596,forget,,,,,,,,,,, 
忙,1806,5FD9,618,busy,occupied,restless,,,,,,,,, 
房,1809,623F,1078,tassel,tuft,fringe,bunch,lock (hair),segment (orange),house,room,,,, 
暴,793,66B4,1801,outburst,rave,fret,force,violence,cruelty,outrage,,,,, 
望,585,671B,489,ambition,full moon,hope,desire,aspire to,expect,,,,,, 
某,1811,67D0,1759,so-and-so,one,a certain,that person,,,,,,,, 
棒,975,68D2,1575,rod,stick,cane,pole,club,line,,,,,, 
冒,1812,5192,18,risk,face,defy,dare,damage,assume (a name),,,,,, 
紡,1814,7D21,1357,spinning,,,,,,,,,,, 
肪,1810,80AA,494,obese,fat,,,,,,,,,, 
膨,1817,81A8,1719,swell,get fat,thick,,,,,,,,, 
謀,1818,8B00,1760,conspire,cheat,impose on,plan,devise,scheme,have in mind,deceive,,,, 
貌,,8C8C,2733,form,appearance,countenance,,,,,,,,, 
貿,792,8CBF,1424,trade,exchange,,,,,,,,,, 
防,791,9632,1302,ward off,defend,protect,resist,,,,,,,, 
吠,,5420,2170,bark,howl,cry,,,,,,,,, 
頬,,982C,2792,cheek,,,,,,,,,,, 
北,205,5317,445,north,,,,,,,,,,, 
僕,1820,50D5,1794,me,I (male),,,,,,,,,, 
卜,,535C,2103,divining,fortune-telling,divination or katakana to radical (no. 25),,,,,,,,, 
墨,1821,58A8,175,black ink,India ink,ink stick,Mexico,,,,,,,, 
撲,1822,64B2,1793,slap,strike,hit,beat,tell,speak,,,,,, 
朴,1819,6734,207,crude,simple,plain,docile,,,,,,,, 
牧,586,7267,329,breed,care for,shepherd,feed,pasture,,,,,,, 
睦,,7766,1514,intimate,friendly,harmonious,,,,,,,,, 
穆,,7A46,2612,respectful,mild,beautiful,,,,,,,,, 
釦,,91E6,2754,button,,,,,,,,,,, 
